회사명,종목코드,상장일
동원산업,006040,1989-03-07
대덕,008060,1989-01-26
한성기업,003680,1989-01-26
모헨즈,006920,1989-01-05
이스타코,015020,1988-12-23
태림포장,011280,1988-12-20
아세아제지,002310,1988-12-15
화천기계,010660,1988-12-12
CJ씨푸드,011150,1988-11-26
SHD,001770,1988-11-23
조일알미늄,018470,1988-11-22
에스엘,005850,1988-11-08
영원무역홀딩스,009970,1988-11-07
더존비즈온,012510,1988-10-28
보령,003850,1988-10-24
이건산업,008250,1988-10-21
모나리자,012690,1988-10-14
대구백화점,006370,1988-10-10
우성,006980,1988-10-10
유성기업,002920,1988-10-10
한일철강,002220,1988-10-07
삼익악기,002450,1988-09-30
HS화성,002460,1988-09-29
DN오토모티브,007340,1988-09-24
보해양조,000890,1988-09-23
상상인증권,001290,1988-09-23
혜인,003010,1988-09-20
금강공업,014280,1988-09-10
플레이그램,009810,1988-08-31
율촌화학,008730,1988-08-30
신원,009270,1988-08-24
동방,004140,1988-08-10
한국쉘석유,002960,1988-08-10
부광약품,003000,1988-08-05
풍산홀딩스,005810,1988-07-28
부국증권,001270,1988-07-19
계양전기,012200,1988-07-06
한솔테크닉스,004710,1988-07-06
DB증권,016610,1988-06-27
한미사이언스,008930,1988-06-20
삼진제약,005500,1988-06-18
POSCO홀딩스,005490,1988-06-10
범양건영,002410,1988-05-25
파미셀,005690,1988-05-20
동국홀딩스,001230,1988-05-09
대원전선,006340,1988-05-04
이수화학,005950,1988-04-28
삼성증권,016360,1988-03-28
삼영무역,002810,1988-03-28
한양증권,001750,1988-03-04
금호석유화학,011780,1988-01-22
유안타증권,003470,1988-01-21
제일파마홀딩스,002620,1988-01-20
에이엔피,015260,1988-01-18
한창제지,009460,1987-12-23
넥센,005720,1987-12-19
삼성공조,006660,1987-11-28
세방전지,004490,1987-11-28
진원생명과학,011000,1987-11-16
참엔지니어링,009310,1987-11-12
한국무브넥스,010100,1987-10-02
코스모신소재,005070,1987-09-28
덕성,004830,1987-09-25
신영증권,001720,1987-08-24
유진증권,001200,1987-08-24
유화증권,003460,1987-08-24
한신기계공업,011700,1987-07-24
코스모화학,005420,1987-07-23
가온전선,000500,1987-06-08
S-Oil,010950,1987-05-27
한화에어로스페이스,012450,1987-05-27
삼화전자공업,011230,1987-05-25
현대제철,004020,1987-05-23
써니전자,004770,1987-04-22
현대비앤지스틸,004560,1987-03-24
사조오양,006090,1986-12-24
한화투자증권,003530,1986-11-25
삼화전기,009470,1986-11-24
SK증권,001510,1986-09-20
평화홀딩스,010770,1986-03-31
일신석재,007110,1986-03-04
KG스틸,016380,1986-02-03
아이에스동서,010780,1986-01-27
SH에너지화학,002360,1985-12-23
대한화섬,003830,1985-12-23
코리아써키트,007810,1985-09-09
신세계,004170,1985-08-19
OCI홀딩스,010060,1985-07-09
삼일제약,000520,1985-05-29
인스코비,006490,1985-01-17
일성아이에스,003120,1985-01-14
현대건설,000720,1984-12-22
TCC스틸,002710,1984-12-21
에이프로젠바이오로직스,003060,1984-10-19
F&F 홀딩스,007700,1984-10-04
아남전자,008700,1984-08-11
HD현대미포,010620,1983-12-20
GS건설,006360,1981-08-03
삼아알미늄,006110,1980-12-05
한국전자홀딩스,006200,1979-11-30
삼성SDI,006400,1979-02-27
삼성전기,009150,1979-02-27
동부건설,005960,1978-10-30
케이씨티시,009070,1978-09-29
코오롱글로벌,003070,1978-09-15
빙그레,005180,1978-08-31
녹십자홀딩스,005250,1978-08-28
시알홀딩스,000480,1978-06-30
현대약품,004310,1978-06-28
남양유업,003920,1978-06-24
남선알미늄,008350,1978-05-22
한국화장품제조,003350,1978-02-06
현대코퍼레이션,011760,1977-12-01
LS,006260,1977-06-30
SK네트웍스,001740,1977-06-30
경농,002100,1977-06-30
티웨이홀딩스,004870,1977-06-30
동방아그로,007590,1977-06-29
송원산업,004430,1977-06-25
진흥기업,002780,1977-06-25
한국석유공업,004090,1977-06-25
천일고속,000650,1977-06-23
대원강업,000430,1977-06-22
만호제강,001080,1977-06-18
조광피혁,004700,1977-05-27
세방,004360,1977-05-19
동양철관,008970,1977-03-05
대유에이텍,002880,1977-02-18
남광토건,001260,1976-12-28
삼영전자공업,005680,1976-12-28
신영와코루,005800,1976-12-28
오리엔트바이오,002630,1976-12-28
조비,001550,1976-12-28
한국공항,005430,1976-12-28
조광페인트,004910,1976-12-27
SB성보,003080,1976-12-23
삼천리,004690,1976-12-23
조흥,002600,1976-12-23
금양,001570,1976-12-17
사조대림,003960,1976-09-16
비비안,002070,1976-07-13
SNT다이내믹스,003570,1976-07-08
한신공영,004960,1976-07-07
농심,004370,1976-06-30
삼영,003720,1976-06-30
성신양회,004980,1976-06-30
신라교역,004970,1976-06-30
신풍,002870,1976-06-30
종근당홀딩스,001630,1976-06-30
크라운해태홀딩스,005740,1976-06-30
한독,002390,1976-06-30
SG글로벌,001380,1976-06-29
SK디스커버리,006120,1976-06-29
샘표,007540,1976-06-29
흥아해운,003280,1976-06-29
GS글로벌,001250,1976-06-26
금호건설,002990,1976-06-26
삼부토건,001470,1976-06-26
삼화콘덴서공업,001820,1976-06-26
페이퍼코리아,001020,1976-06-26
동양,001520,1976-06-25
한화,000880,1976-06-24
JW중외제약,001060,1976-06-14
영풍,000670,1976-06-12
PKC,001340,1976-06-10
성창기업지주,000180,1976-06-02
한창,005110,1976-06-01
삼화왕관,004450,1976-05-28
KR모터스,000040,1976-05-25
고려제강,002240,1976-05-25
태양금속공업,004100,1976-05-25
SUN&L,002820,1976-05-22
DRB동일,004840,1976-05-21
넥센타이어,002350,1976-05-19
SG세계물산,004060,1976-04-19
롯데정밀화학,004000,1976-04-15
동화약품,000020,1976-03-24
DL,000210,1976-02-02
LX인터내셔널,001120,1976-01-30
국제약품,002720,1975-12-27
태광산업,003240,1975-12-27
부산주공,005030,1975-12-26
한일현대시멘트,006390,1975-12-26
CS홀딩스,000590,1975-12-22
신성통상,005390,1975-12-22
DB하이텍,000990,1975-12-12
대림통상,006570,1975-11-20
유유제약,000220,1975-11-18
강남제비스코,000860,1975-11-12
대신증권,003540,1975-10-01
NH투자증권,005940,1975-09-30
미래에셋증권,006800,1975-09-30
신일전자,002700,1975-09-30
삼성제약,001360,1975-07-04
삼성화재해상보험,000810,1975-06-30
삼양식품,003230,1975-06-30
한화손해보험,000370,1975-06-30
NI스틸,008260,1975-06-28
일동홀딩스,000230,1975-06-28
대동,000490,1975-06-27
오리온홀딩스,001800,1975-06-27
깨끗한나라,004540,1975-06-25
태원물산,001420,1975-06-24
코오롱,002020,1975-06-23
삼성전자,005930,1975-06-11
DH오토넥스,000300,1975-06-09
BYC,001460,1975-06-02
KG모빌리티,003620,1975-05-29
SPC삼립,005610,1975-05-02
흥국화재,000540,1974-12-05
일양약품,007570,1974-08-28
한진,002320,1974-08-12
한국수출포장공업,002200,1974-06-28
현대자동차,005380,1974-06-28
모나미,005360,1974-06-26
한화솔루션,009830,1974-06-19
아세아,002030,1974-06-03
카프로,006380,1974-05-28
롯데지주,004990,1974-02-16
대한방직,001070,1973-12-28
서울식품공업,004410,1973-12-28
아이에이치큐,003560,1973-12-18
LS네트웍스,000680,1973-11-15
금호전기,001210,1973-11-15
하이트진로홀딩스,000140,1973-09-19
노루홀딩스,000320,1973-08-10
기아,000270,1973-07-21
효성,004800,1973-06-30
CJ,001040,1973-06-29
두산,000150,1973-06-29
휴스틸,005010,1973-06-29
DB손해보험,005830,1973-06-28
TYM,002900,1973-06-26
대웅,003090,1973-06-26
진양산업,003780,1973-06-26
영진약품,003520,1973-06-25
케이씨씨,002380,1973-06-25
롯데칠성음료,005300,1973-06-21
일신방직,003200,1973-05-23
아모레퍼시픽홀딩스,002790,1973-04-30
제주은행,006220,1972-12-28
한솔홀딩스,004150,1972-05-17
벽산,007210,1972-01-04
롯데손해보험,000400,1971-04-16
대한제분,001130,1970-11-25
대상,001680,1970-04-01
LG,003550,1970-02-13
동아쏘시오홀딩스,000640,1970-02-10
코리안리,003690,1969-12-22
한국주철관공업,000970,1969-12-12
한일홀딩스,003300,1969-11-20
엔피씨,004250,1969-09-08
세아제강지주,003030,1969-05-13
대한전선,001440,1968-12-27
대한제당,001790,1968-12-27
삼양홀딩스,000070,1968-12-27
세기상사,002420,1968-12-27
한국앤컴퍼니,000240,1968-12-27
전방,000950,1968-10-21
대한항공,003490,1966-03-18
디아이동일,001530,1964-01-04
유한양행,000100,1962-11-01
CJ대한통운,000120,1956-07-02
경방,000050,1956-03-03
유수홀딩스,000700,1956-03-03
한진중공업홀딩스,003480,1956-03-03
